serial_number,hsc_code,country_origin,make,model,year,engine_cc,description,cif_usd,database_month
1423,8429.59.00,CA,Caterpillar,Bulldozer,1993,8800,"Caterpillar Bulldozer, Model D6R, 1993",21776.71,"October 2025"
1424,8429.59.00,CA,Caterpillar,Bulldozer,1994,8800,"Caterpillar Bulldozer, Model D6R, 1994",22865.54,"October 2025"
1425,8429.59.00,CA,Caterpillar,Bulldozer,1995,8800,"Caterpillar Bulldozer, Model D6R, 1995",24008.82,"October 2025"
1426,8429.59.00,CA,Caterpillar,Bulldozer,1996,8800,"Caterpillar Bulldozer, Model D6R, 1996",25209.26,"October 2025"
1427,8429.59.00,CA,Caterpillar,Bulldozer,1997,8800,"Caterpillar Bulldozer, Model D6R, 1997",30576.54,"October 2025"
1428,8429.59.00,CA,Caterpillar,Bulldozer,1998,8800,"Caterpillar Bulldozer, Model D6R, 1998",32411.13,"October 2025"
1429,8429.59.00,JP,Caterpillar,Bulldozer,1998,4400,"Caterpillar Bulldozer, Model D6R, 1998",31348.13,"October 2025"
1430,8429.59.00,CA,Caterpillar,Bulldozer,1999,8800,"Caterpillar Bulldozer, Model D6R, 1999",34355.79,"October 2025"
1431,8429.59.00,CA,Caterpillar,Bulldozer,2000,8800,"Caterpillar Bulldozer, Model D6R, 2000",36417.14,"October 2025"
1432,8429.59.00,CA,Caterpillar,Bulldozer,2001,8800,"Caterpillar Bulldozer, Model D6R, 2001",38602.17,"October 2025"
1433,8429.59.00,CA,Caterpillar,Bulldozer,2002,8800,"Caterpillar Bulldozer, Model D6R, 2002",40918.3,"October 2025"
1434,8429.59.00,CA,Caterpillar,Bulldozer,2003,8800,"Caterpillar Bulldozer, Model D6R, 2003",43373.4,"October 2025"
1435,8429.59.00,CA,Caterpillar,Bulldozer,2004,8800,"Caterpillar Bulldozer, Model D6R, 2004",45975.8,"October 2025"
1436,8429.59.00,CA,Caterpillar,Bulldozer,2005,10000,"Caterpillar Bulldozer, Model D6R, 2005",43904.82,"October 2025"
1437,8429.59.00,CA,Caterpillar,Bulldozer,2006,10000,"Caterpillar Bulldozer, Model D6R, 2006",48734.35,"October 2025"
1438,8429.59.00,CA,Caterpillar,Bulldozer,2007,10000,"Caterpillar Bulldozer, Model D6R, 2007",54582.47,"October 2025"
1439,8429.59.00,CA,Caterpillar,Bulldozer,2008,10000,"Caterpillar Bulldozer, Model D6R, 2008",61132.37,"October 2025"
1440,8429.59.00,CA,Caterpillar,Bulldozer,2009,10000,"Caterpillar Bulldozer, Model D6R, 2009",69079.58,"October 2025"
1441,8429.59.00,CA,Caterpillar,Bulldozer,2010,10000,"Caterpillar Bulldozer, Model D6R, 2010",79441.52,"October 2025"
1442,8429.59.00,CA,Caterpillar,Bulldozer,2012,10000,"Caterpillar Bulldozer, Model D6R, 2012",103306.48,"October 2025"
1443,8429.59.00,CN,Caterpillar,Bulldozer,2021,10501,"Caterpillar Bulldozer, Model D6R, 2021",85461.32,"October 2025"
1444,8429.59.00,CN,Caterpillar,Bulldozer,2019,3332,"Caterpillar Bulldozer, Model D6R2 XL, 2019",85421.62,"October 2025"
1445,8429.59.00,US,Caterpillar,Bulldozer,2000,14600,"Caterpillar Bulldozer, Model D8R, 2000",89355.09,"October 2025"
1447,8429.19.00,CN,Caterpillar,Chain,1998,7210,"Caterpillar Chain loader CAT315BL, 1998",29304.71,"October 2025"
1448,8429.59.00,CA,Caterpillar,Chain,1992,121,"Caterpillar Chain Loader, Model 953B, 1992",20001.28,"October 2025"
1450,8429.59.00,CA,Caterpillar,Chain,1997,160,"Caterpillar Chain Loader, Model 963, 1997",28735.61,"October 2025"
1451,8429.59.00,CA,Caterpillar,Chain,1998,160,"Caterpillar Chain Loader, Model 963, 1998",30248.01,"October 2025"
1452,8429.59.00,CA,Caterpillar,Chain,1999,160,"Caterpillar Chain Loader, Model 963, 1999",31840.01,"October 2025"
1453,8429.19.00,CA,Caterpillar,Chain,2000,160,"Caterpillar Chain Loader, Model 963, 2000",33515.8,"October 2025"
1454,8429.19.00,CA,Caterpillar,Chain,2001,160,"Caterpillar Chain Loader, Model 963, 2001",35279.79,"October 2025"
1455,8429.19.00,CA,Caterpillar,Chain,2002,160,"Caterpillar Chain Loader, Model 963, 2002",37136.62,"October 2025"
1459,8429.19.00,CA,Caterpillar,Chain,1992,189,"Caterpillar Chain Loader, Model 963D, 1992",21574.84,"October 2025"
1460,8429.19.00,CA,Caterpillar,Chain,1993,189,"Caterpillar Chain Loader, Model 963D, 1993",22710.36,"October 2025"
1461,8429.19.00,CA,Caterpillar,Chain,1994,189,"Caterpillar Chain Loader, Model 963D, 1994",23905.64,"October 2025"
1462,8429.19.00,CA,Caterpillar,Chain,1995,189,"Caterpillar Chain Loader, Model 963D, 1995",28686.76,"October 2025"
1467,8429.19.00,CN,Caterpillar,Crawler,2015,4400,"Caterpillar Crawler Excavator, 320DC, 2015",63064.51,"October 2025"
1469,8429.19.00,FR,Caterpillar,Crawler,1990,3304,"Caterpillar Crawler Loader, Model 963, 1990",24189.84,"October 2025"
1471,8429.59.00,CA,Caterpillar,Crawler,1993,7000,"Caterpillar Crawler Loader, Model 963C, 1993",12141.68,"October 2025"
1472,8429.59.00,CA,Caterpillar,Crawler,1994,7000,"Caterpillar Crawler Loader, Model 963C, 1994",14157.43,"October 2025"
1473,8429.59.00,CA,Caterpillar,Crawler,1995,7000,"Caterpillar Crawler Loader, Model 963C, 1995",18397.14,"October 2025"
1474,8429.59.00,CA,Caterpillar,Crawler,1996,7000,"Caterpillar Crawler Loader, Model 963C, 1996",24885.71,"October 2025"
1475,8709.19.00,CA,Caterpillar,Crawler,1997,7000,"Caterpillar Crawler Loader, Model 963C, 1997",27650.79,"October 2025"
1476,8429.59.00,CA,Caterpillar,Crawler,1998,7000,"Caterpillar Crawler Loader, Model 963C, 1998",30723.1,"October 2025"
1477,8429.19.00,CA,Caterpillar,Crawler,1999,7000,"Caterpillar Crawler Loader, Model 963C, 1999",34136.78,"October 2025"
1478,8429.19.00,CA,Caterpillar,Crawler,2000,7000,"Caterpillar Crawler Loader, Model 963C, 2000",37929.75,"October 2025"
1479,8429.19.00,CA,Caterpillar,Crawler,2001,7000,"Caterpillar Crawler Loader, Model 963C, 2001",42144.17,"October 2025"
1480,8429.19.00,CA,Caterpillar,Crawler,2002,7000,"Caterpillar Crawler Loader, Model 963C, 2002",46826.85,"October 2025"
1486,8429.59.00,CA,Caterpillar,Crawler,2011,,"Caterpillar Crawler, Model D6R XL, 2011",93780.52,"October 2025"
1487,8709.19.00,CA,Caterpillar,D250,1992,14000,"Caterpillar D250 Dump Truck, 1992",30116.09,"October 2025"
1488,8429.19.00,DE,Caterpillar,Double,2007,4000,"Caterpillar Double Drum Roller, Model CAT 3024, 2007",11065.88,"October 2025"
1490,8429.59.00,CA,Caterpillar,Excavator,1990,6989,"Caterpillar Excavator , Model 320B, 1990 as below",20415.68,"October 2025"
1492,8429.59.00,CA,Caterpillar,Excavator,1990,2700,"Caterpillar Excavator , Model 953, 1990 as below",19753.01,"October 2025"
1493,8429.59.00,CA,Caterpillar,Excavator,1991,2700,"Caterpillar Excavator , Model 953, 1991",20951.25,"October 2025"
1494,8429.59.00,CA,Caterpillar,Excavator,1992,2700,"Caterpillar Excavator , Model 953, 1992",21869.0,"October 2025"
1495,8429.19.00,CN,Caterpillar,Excavator,2000,5927,"Caterpillar Excavator 317 BLN, 2000",27623.82,"October 2025"
1496,8429.19.00,CN,Caterpillar,Excavator,2001,5927,"Caterpillar Excavator 317 BLN, 2001",29005.01,"October 2025"
1497,8429.19.00,CN,Caterpillar,Excavator,2002,5927,"Caterpillar Excavator 317 BLN, 2002",30455.26,"October 2025"
1498,8429.19.00,CN,Caterpillar,Excavator,2003,5927,"Caterpillar Excavator 317 BLN, 2003",31978.02,"October 2025"
1499,8429.19.00,CN,Caterpillar,Excavator,2004,5927,"Caterpillar Excavator 317 BLN, 2004",33576.92,"October 2025"
1500,8429.19.00,JP,Caterpillar,Excavator,1991,5823,"Caterpillar Excavator 320 ,1991",23098.23,"October 2025"
1501,8429.19.00,JP,Caterpillar,Excavator,1993,6989,"Caterpillar Excavator 320B ,1993",24676.34,"October 2025"
1502,8429.19.00,JP,Caterpillar,Excavator,1994,6989,"Caterpillar Excavator 320B ,1994",26156.92,"October 2025"
1503,8429.19.00,JP,Caterpillar,Excavator,1995,6989,"Caterpillar Excavator 320B ,1995",27726.34,"October 2025"
1510,8429.19.00,JP,Caterpillar,Excavator,1991,8800,"Caterpillar Excavator 320C ,1991",23125.58,"October 2025"
1511,8429.19.00,JP,Caterpillar,Excavator,1992,8800,"Caterpillar Excavator 320C ,1992",24571.95,"October 2025"
1512,8429.19.00,JP,Caterpillar,Excavator,1993,8800,"Caterpillar Excavator 320C ,1993",25179.94,"October 2025"
1513,8429.19.00,JP,Caterpillar,Excavator,1994,8800,"Caterpillar Excavator 320C ,1994",26690.74,"October 2025"
1514,8429.19.00,JP,Caterpillar,Excavator,1995,8800,"Caterpillar Excavator 320C ,1995",28292.18,"October 2025"
1515,8429.19.00,JP,Caterpillar,Excavator,1996,8800,"Caterpillar Excavator 320C ,1996",30555.56,"October 2025"
1516,8429.19.00,JP,Caterpillar,Excavator,1997,8800,"Caterpillar Excavator 320C ,1997",33000.0,"October 2025"
1517,8429.19.00,CA,Caterpillar,Excavator,2005,8800,"Caterpillar Excavator 320C, 2005",48995.35,"October 2025"
1518,8429.19.00,CA,Caterpillar,Excavator,2011,8927,"Caterpillar Excavator 320C, 2011",54874.79,"October 2025"
1519,8429.19.00,CN,Caterpillar,Excavator,2010,4250,"Caterpillar Excavator 320D - E, 2010",51571.09,"October 2025"
1520,8429.19.00,JP,Caterpillar,Excavator,1991,8800,"Caterpillar Excavator 320D ,1991",23356.84,"October 2025"
1521,8429.19.00,JP,Caterpillar,Excavator,1992,8800,"Caterpillar Excavator 320D ,1992",24817.67,"October 2025"
1522,8429.19.00,CN,Caterpillar,Excavator,1994,173,"Caterpillar Excavator 325C, 1994",18722.36,"October 2025"
1523,8429.19.00,CN,Caterpillar,Excavator,1995,173,"Caterpillar Excavator 325C, 1995",19658.48,"October 2025"
1524,8429.19.00,CN,Caterpillar,Excavator,1996,173,"Caterpillar Excavator 325C, 1996",20641.4,"October 2025"
1525,8429.19.00,CN,Caterpillar,Excavator,1997,173,"Caterpillar Excavator 325C, 1997",21673.47,"October 2025"
1526,8429.19.00,CN,Caterpillar,Excavator,1998,173,"Caterpillar Excavator 325C, 1998",22757.15,"October 2025"
1527,8429.19.00,CN,Caterpillar,Excavator,1999,173,"Caterpillar Excavator 325C, 1999",23895.0,"October 2025"
1528,8429.19.00,CN,Caterpillar,Excavator,2000,173,"Caterpillar Excavator 325C, 2000",25089.75,"October 2025"
1529,8429.19.00,CN,Caterpillar,Excavator,2001,173,"Caterpillar Excavator 325C, 2001",26344.24,"October 2025"
1530,8429.19.00,CN,Caterpillar,Excavator,2002,173,"Caterpillar Excavator 325C, 2002",27661.45,"October 2025"
1531,8429.19.00,CN,Caterpillar,Excavator,2003,173,"Caterpillar Excavator 325C, 2003",29044.53,"October 2025"
1532,8429.19.00,CN,Caterpillar,Excavator,2004,173,"Caterpillar Excavator 325C, 2004",30496.75,"October 2025"
1533,8429.19.00,CN,Caterpillar,Excavator,2005,173,"Caterpillar Excavator 325C, 2005",32021.59,"October 2025"
1534,8429.19.00,CN,Caterpillar,Excavator,2006,173,"Caterpillar Excavator 325C, 2006",35223.75,"October 2025"
1535,8429.19.00,CN,Caterpillar,Excavator,2007,173,"Caterpillar Excavator 325C, 2007",38746.12,"October 2025"
1536,8429.19.00,CN,Caterpillar,Excavator,2008,173,"Caterpillar Excavator 325C, 2008",42620.74,"October 2025"
1537,8429.19.00,CN,Caterpillar,Excavator,2009,173,"Caterpillar Excavator 325C, 2009",46882.81,"October 2025"
1538,8429.19.00,CN,Caterpillar,Excavator,2010,173,"Caterpillar Excavator 325C, 2010",51571.09,"October 2025"
1539,8429.19.00,CN,Caterpillar,Excavator,2011,173,"Caterpillar Excavator 325C, 2011",56728.2,"October 2025"
1540,8429.19.00,CN,Caterpillar,Excavator,2012,173,"Caterpillar Excavator 325C, 2012",63535.58,"October 2025"
1541,8429.19.00,CN,Caterpillar,Excavator,1994,6600,"Caterpillar Excavator 325L, 1994",20802.62,"October 2025"
1542,8429.19.00,CA,Caterpillar,Excavator,1996,4400,"Caterpillar Excavator CAT 316E, 1996",24517.62,"October 2025"
1543,8429.19.00,JP,Caterpillar,Excavator,1993,8800,"Caterpillar Excavator CAT 320 BU ,1993",21879.94,"October 2025"
1548,8429.19.00,JP,Caterpillar,Excavator,1998,8100,"Caterpillar Excavator CAT M320D,1998",30454.24,"October 2025"
1549,8429.19.00,JP,Caterpillar,Excavator,1999,8100,"Caterpillar Excavator CAT M320D,1999",32544.62,"October 2025"
1550,8429.19.00,JP,Caterpillar,Excavator,2000,8100,"Caterpillar Excavator CAT M320D,2000",36925.23,"October 2025"
1551,8429.19.00,CN,Caterpillar,Excavator,2000,6520,"Caterpillar Excavator CAT246, 2000",25841.34,"October 2025"
1552,8429.19.00,CN,Caterpillar,Excavator,2001,6520,"Caterpillar Excavator CAT246, 2001",26083.41,"October 2025"
1553,8429.19.00,CN,Caterpillar,Excavator,2002,6520,"Caterpillar Excavator CAT246, 2002",27387.58,"October 2025"
1554,8429.59.00,CA,Caterpillar,Excavator,1998,6400,"Caterpillar Excavator Model 311B, 1998",32411.13,"October 2025"
1555,8429.19.00,JP,Caterpillar,Excavator,1994,6600,"Caterpillar Excavator, Model CAT320D, 1994",20029.38,"October 2025"
1556,8429.19.00,UK,Caterpillar,Excavator,1995,4400,"Caterpillar Excavator, Model CAT320D, 1995",36829.38,"October 2025"
1557,8429.19.00,CN,Caterpillar,Excavator,2012,2100,"Caterpillar Excavator, CAT320D, 2012",42178.75,"October 2025"
1558,8429.19.00,CN,Caterpillar,Excavator,2012,2250,"Caterpillar Excavator, CAT320D2, 2012",42178.75,"October 2025"
1559,8429.19.00,CN,Caterpillar,Excavator,2013,2250,"Caterpillar Excavator, CAT320D2, 2013",44287.69,"October 2025"
1560,8429.19.00,CN,Caterpillar,Excavator,2014,2250,"Caterpillar Excavator, CAT320D2, 2014",46502.07,"October 2025"
1561,8429.19.00,CN,Caterpillar,Excavator,2015,2250,"Caterpillar Excavator, CAT320D2, 2015",48827.17,"October 2025"
1562,8429.19.00,CN,Caterpillar,Excavator,2016,2250,"Caterpillar Excavator, CAT320D2, 2016",51268.53,"October 2025"
1563,8429.19.00,CN,Caterpillar,Excavator,2017,2250,"Caterpillar Excavator, CAT320D2, 2017",53831.96,"October 2025"
1564,8709.19.00,CA,Caterpillar,Excavator,1990,3306,"Caterpillar Excavator, Model 140G, 1990 and below",16451.32,"October 2025"
1565,8429.19.00,JP,Caterpillar,Excavator,1999,7317,"Caterpillar Excavator, Model 318BL ,1999",49930.09,"October 2025"
1566,8709.19.00,CA,Caterpillar,Excavator,2000,8100,"Caterpillar Excavator, Model 320BU, 2000",27210.35,"October 2025"
1567,8429.19.00,CN,Caterpillar,Excavator,2017,4400,"Caterpillar Excavator, Model CAT320D, 2017",107121.51,"October 2025"
1568,8429.19.00,CN,Caterpillar,Excavator,2016,7200,"Caterpillar Excavator, Model CAT320D2L, 2016",91475.29,"October 2025"
1569,8429.19.00,CN,Caterpillar,Excavator,2017,7200,"Caterpillar Excavator, Model CAT320D2L, 2017",107121.51,"October 2025"
1570,8429.19.00,CN,Caterpillar,Excavator,2018,7200,"Caterpillar Excavator, Model CAT320D2L, 2018",112477.59,"October 2025"
1571,8429.19.00,CN,Caterpillar,Excavator,2019,7200,"Caterpillar Excavator, Model CAT320D2L, 2019",119226.24,"October 2025"
1573,8429.19.00,CA,Caterpillar,Folklift,1996,3822,"Caterpillar Folklift Model DP25, 1996",5712.54,"October 2025"
1576,8427.20.90,CA,Caterpillar,Forklift,1990,4400,"Caterpillar Forklift Model 60, 4 Tons, 1990",9160.76,"October 2025"
1580,8427.20.90,CA,Caterpillar,Forklift,2011,3000,"Caterpillar Forklift Model DP30NT, 3 Tons, 2011",14484.53,"October 2025"
1584,8709.19.00,CA,Caterpillar,Grader,1994,10300,"Caterpillar Grader 140H, 1994",41741.35,"October 2025"
1585,8709.19.00,CA,Caterpillar,Grader,1995,10300,"Caterpillar Grader 140H, 1995",42576.18,"October 2025"
1586,8709.19.00,CA,Caterpillar,Grader,1996,10300,"Caterpillar Grader 140H, 1996",43427.7,"October 2025"
1587,8709.19.00,CA,Caterpillar,Grader,1997,10300,"Caterpillar Grader 140H, 1997",44296.26,"October 2025"
1588,8709.19.00,CA,Caterpillar,Grader,1998,10300,"Caterpillar Grader 140H, 1998",45182.18,"October 2025"
1589,8709.19.00,CA,Caterpillar,Grader,1999,10300,"Caterpillar Grader 140H, 1999",46085.83,"October 2025"
1590,8709.19.00,CA,Caterpillar,Grader,2000,10300,"Caterpillar Grader 140H, 2000",47007.54,"October 2025"
1591,8709.19.00,CA,Caterpillar,Grader,2001,10300,"Caterpillar Grader 140H, 2001",47947.69,"October 2025"
1592,8709.19.00,CA,Caterpillar,Grader,2002,10300,"Caterpillar Grader 140H, 2002",48906.65,"October 2025"
1593,8709.19.00,CA,Caterpillar,Grader,2003,10300,"Caterpillar Grader 140H, 2003",49884.78,"October 2025"
1594,8709.19.00,CA,Caterpillar,Grader,2004,10300,"Caterpillar Grader 140H, 2004",50882.48,"October 2025"
1595,8709.19.00,CA,Caterpillar,Grader,2005,10300,"Caterpillar Grader 140H, 2005",54218.62,"October 2025"
1596,8709.19.00,CA,Caterpillar,Grader,2006,10300,"Caterpillar Grader 140H, 2006",62154.25,"October 2025"
1597,8709.19.00,CA,Caterpillar,Grader,2007,10300,"Caterpillar Grader 140H, 2007",66451.85,"October 2025"
1599,8709.19.00,CN,Caterpillar,Grader,2008,10300,"Caterpillar Grader 140H, 2008",73147.85,"October 2025"
1600,8709.19.00,CN,Caterpillar,Grader,2009,10300,"Caterpillar Grader 140H, 2009",74611.02,"October 2025"
1601,8709.19.00,CN,Caterpillar,Grader,2010,10300,"Caterpillar Grader 140H, 2010",78407.93,"October 2025"
1602,8709.19.00,CN,Caterpillar,Grader,2011,10300,"Caterpillar Grader 140H, 2011",81172.6,"October 2025"
1603,8709.19.00,CN,Caterpillar,Grader,2012,10300,"Caterpillar Grader 140H, 2012",87614.42,"October 2025"
1604,8709.19.00,CN,Caterpillar,Grader,2013,10300,"Caterpillar Grader 140H, 2013",100467.32,"October 2025"
1605,8709.19.00,CN,Caterpillar,Grader,2014,10300,"Caterpillar Grader 140H, 2014",114212.65,"October 2025"
1614,8709.19.00,CN,Caterpillar,Grader,2011,6700,"Caterpillar Grader 140M, 2011",84419.51,"October 2025"
1621,8709.19.00,CN,Caterpillar,Grader,2017,7200,"Caterpillar Grader Model 140K, 2017",75412.35,"October 2025"
1622,8709.19.00,CA,Caterpillar,Grader,1998,10300,"Caterpillar Grader Model 14H, 1998",31290.58,"October 2025"
1623,8709.19.00,CA,Caterpillar,Grader,2011,10300,"Caterpillar Grader Model 14H, 2011",46380.58,"October 2025"
1624,8709.19.00,CN,Caterpillar,Grader,1998,11715,"Caterpillar Grader, Model VHP185, 1998",12285.8,"October 2025"
1625,8709.19.00,CN,Caterpillar,Grader,1999,11715,"Caterpillar Grader, Model VHP185, 1999",14890.43,"October 2025"
1626,8709.19.00,CN,Caterpillar,Grader,2000,11715,"Caterpillar Grader, Model VHP185, 2000",16462.5,"October 2025"
1627,8709.19.00,CN,Caterpillar,Grader,2001,11715,"Caterpillar Grader, Model VHP185, 2001",18936.94,"October 2025"
1628,8709.19.00,CN,Caterpillar,Grader,2002,11715,"Caterpillar Grader, Model VHP185, 2002",21777.48,"October 2025"
1629,8709.19.00,CN,Caterpillar,Grader,2003,11715,"Caterpillar Grader, Model VHP185, 2003",23955.23,"October 2025"
1630,8709.19.00,CN,Caterpillar,Grader,2004,11715,"Caterpillar Grader, Model VHP185, 2004",27548.51,"October 2025"
1631,8709.19.00,CN,Caterpillar,Grader,2005,11715,"Caterpillar Grader, Model VHP185, 2005",30303.37,"October 2025"
1632,8429.19.00,NL,Caterpillar,Hydraulic,2005,9538,"Caterpillar Hydraulic Excavator 325CL, 2005",50414.54,"October 2025"
1633,8429.59.00,JP,Caterpillar,Hydraulic,2006,4120,"Caterpillar Hydraulic Excavator, 311C, 2006",55455.99,"October 2025"
1635,8429.59.00,NL,Caterpillar,Hydraulic,2016,4400,"Caterpillar Hydraulic Excavator, 320C, 2016",141579.08,"October 2025"
1636,8429.19.00,NL,Caterpillar,Hydraulic,2014,6037,"Caterpillar Hydraulic Excavator, 320D, 2014",103001.45,"October 2025"
1637,8429.19.00,NL,Caterpillar,Hydraulic,2015,8845,"Caterpillar Hydraulic Excavator, 320D, 2015",107121.51,"October 2025"
1638,8429.19.00,NL,Caterpillar,Hydraulic,2016,8845,"Caterpillar Hydraulic Excavator, 320D, 2016",112477.59,"October 2025"
1639,8429.19.00,NL,Caterpillar,Hydraulic,2017,8845,"Caterpillar Hydraulic Excavator, 320D, 2017",119226.24,"October 2025"
1640,8429.19.00,NL,Caterpillar,Hydraulic,2018,8845,"Caterpillar Hydraulic Excavator, 320D, 2018",127572.08,"October 2025"
1641,8429.59.00,NL,Caterpillar,Hydraulic,2018,4400,"Caterpillar Hydraulic Excavator, 320D2, 2018",174037.54,"October 2025"
1642,8429.19.00,NL,Caterpillar,Hydraulic,2011,9800,"Caterpillar Hydraulic Excavator, 320DL, 2011",68037.39,"October 2025"
1643,8429.19.00,NL,Caterpillar,Hydraulic,2012,9800,"Caterpillar Hydraulic Excavator, 320DL, 2012",89178.75,"October 2025"
1644,8429.19.00,NL,Caterpillar,Hydraulic,2013,9800,"Caterpillar Hydraulic Excavator, 320DL, 2013",98096.62,"October 2025"
1647,8429.19.00,NL,Caterpillar,Hydraulic,2006,3240,"Caterpillar Hydraulic Excavator, 324D, 2006",63428.21,"October 2025"
1648,8429.19.00,NL,Caterpillar,Hydraulic,2006,6600,"Caterpillar Hydraulic Excavator, 324D, 2006",64696.77,"October 2025"
1649,8429.19.00,NL,Caterpillar,Hydraulic,2007,3240,"Caterpillar Hydraulic Excavator, 324D, 2007",68436.09,"October 2025"
1650,8429.19.00,NL,Caterpillar,Hydraulic,2007,6600,"Caterpillar Hydraulic Excavator, 324D, 2007",69804.81,"October 2025"
1651,8429.19.00,NL,Caterpillar,Hydraulic,2008,3240,"Caterpillar Hydraulic Excavator, 324D, 2008",73564.54,"October 2025"
1652,8429.19.00,NL,Caterpillar,Hydraulic,2008,6600,"Caterpillar Hydraulic Excavator, 324D, 2008",75035.83,"October 2025"
1654,8429.19.00,NL,Caterpillar,Hydraulic,2009,3240,"Caterpillar Hydraulic Excavator, 324D, 2009",77695.47,"October 2025"
1658,8429.19.00,US,Caterpillar,Hydraulic,2007,3250,"Caterpillar Hydraulic Excavator, 325D, 2007",69617.21,"October 2025"
1659,8429.19.00,US,Caterpillar,Hydraulic,2008,3250,"Caterpillar Hydraulic Excavator, 325D, 2008",74563.01,"October 2025"
1666,8429.59.00,NL,Caterpillar,Hydraulic,2018,5363,"Caterpillar Hydraulic Excavator, 330DL, 2018",203519.93,"October 2025"
1667,8429.59.00,NL,Caterpillar,Hydraulic,2018,7183,"Caterpillar Hydraulic Excavator, 330DL, 2018",203519.93,"October 2025"
1668,8429.59.00,NL,Caterpillar,Hydraulic,2021,4000,"Caterpillar Hydraulic Excavator, 336GC, 2021",245329.54,"October 2025"
1670,8429.19.00,NL,Caterpillar,Hydraulic,2022,2012,"Caterpillar Hydraulic Excavator, CAT 320D3, 2022",82387.08,"October 2025"
1671,8429.19.00,CN,Caterpillar,Hydraulic,2022,4400,"Caterpillar Hydraulic Excavator, CAT 320GX, 2022",75796.11,"October 2025"
1678,8709.19.00,CA,Caterpillar,Hydraulic,2001,8800,"Caterpillar Hydraulic Excavator, Model 330B, 2001",27479.44,"October 2025"
1679,8709.19.00,CA,Caterpillar,Hydraulic,2002,8800,"Caterpillar Hydraulic Excavator, Model 330B, 2002",31601.35,"October 2025"
1680,8709.19.00,CA,Caterpillar,Hydraulic,2003,8800,"Caterpillar Hydraulic Excavator, Model 330B, 2003",34761.48,"October 2025"
1681,8709.19.00,CA,Caterpillar,Hydraulic,1999,3300,"Caterpillar Hydraulic Excavator, Model 330BL, 1999",36479.44,"October 2025"
1694,8429.19.00,US,Caterpillar,Motor,1998,7371,"Caterpillar Motor Grader 130G, 1998",30793.92,"October 2025"
1695,8429.19.00,NL,Caterpillar,Motor,2013,7200,"Caterpillar Motor Grader 140K, 2013",110514.27,"October 2025"
1696,8429.19.00,NL,Caterpillar,Motor,2014,7200,"Caterpillar Motor Grader 140K, 2014",122670.84,"October 2025"
